Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Power,Seats,New_Price,Price,Engine,Model,Brand,Mileage_Unit,Mileage_Clean
Maruti Ciaz RS ZDi Plus SHVS,Delhi,2016,41000,Diesel,Manual,First,88.5,5.0,1111000.0,9.5,1.2,Maruti Ciaz,Maruti,kmpl,28.09
Maruti Swift Dzire VXi,Pune,2010,109200,Petrol,Manual,Second,85.8,5.0,792000.0,2.2,1.3,Maruti Swift,Maruti,kmpl,17.5
Mahindra XUV500 W6 2WD,Pune,2012,80000,Diesel,Manual,First,140.0,7.0,1639999.9999999998,6.5,2.2,Mahindra XUV500,Mahindra,kmpl,15.1
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2007,51000,Petrol,Manual,First,130.0,5.0,1185000.0,4.9,1.8,Honda Civic,Honda,kmpl,13.5
Maruti Ertiga ZDI,Pune,2013,105000,Diesel,Manual,Second,88.5,7.0,1234000.0,6.75,1.2,Maruti Ertiga,Maruti,kmpl,25.47
Toyota Etios Liva GD,Chennai,2013,179000,Diesel,Manual,First,67.04,5.0,783000.0,3.8,1.4,Toyota Etios,Toyota,kmpl,23.59
Audi TT 2.0 TFSI,Delhi,2013,12100,Petrol,Automatic,First,207.8,2.0,5314000.0,29.5,2.0,Audi TT,Audi,kmpl,9.9
Skoda Rapid 1.5 TDI Style,Hyderabad,2017,31000,Diesel,Manual,First,108.4,5.0,1538000.0,10.5,1.5,Skoda Rapid,Skoda,kmpl,21.13
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,50000,Diesel,Manual,First,88.8,5.0,956000.0,6.2,1.5,Volkswagen Polo,Volkswagen,kmpl,20.14
Skoda Laura 1.9 TDI AT Elegance,Jaipur,2009,48000,Diesel,Automatic,First,105.0,5.0,2837000.0,5.0,1.9,Skoda Laura,Skoda,kmpl,17.0
Mahindra Renault Logan 1.5 DLE Diesel,Chennai,2007,35000,Diesel,Manual,First,65.0,5.0,1639999.9999999998,2.3,1.5,Mahindra Renault,Mahindra,kmpl,19.2
Toyota Innova Crysta 2.8 GX AT,Ahmedabad,2016,100200,Diesel,Automatic,First,171.5,7.0,1921000.0,17.0,2.8,Toyota Innova,Toyota,kmpl,11.36
BMW 3 Series 320d Luxury Line,Bangalore,2014,47000,Diesel,Automatic,First,184.0,5.0,5443000.0,25.5,2.0,BMW 3,BMW,kmpl,18.88
Honda Jazz 1.5 S i DTEC,Jaipur,2015,63642,Diesel,Manual,First,98.6,5.0,1098000.0,5.65,1.5,Honda Jazz,Honda,kmpl,27.3
Honda Amaze VX i-DTEC,Kochi,2015,62550,Diesel,Manual,First,98.6,5.0,909000.0,5.6,1.5,Honda Amaze,Honda,kmpl,25.8
Jaguar XF 2.2 Litre Luxury,Kochi,2015,37340,Diesel,Automatic,First,187.7,5.0,7264000.0,29.98,2.2,Jaguar XF,Jaguar,kmpl,16.36
Maruti Swift Dzire VDI,Coimbatore,2016,38461,Diesel,Manual,First,74.0,5.0,727000.0,7.39,1.2,Maruti Swift,Maruti,kmpl,26.59
Jeep Compass 2.0 Limited,Jaipur,2018,29000,Diesel,Manual,First,170.0,5.0,2295000.0,19.0,2.0,Jeep Compass,Jeep,kmpl,17.1
Toyota Corolla Altis 1.8 Sport,Pune,2010,31000,Petrol,Manual,First,132.0,5.0,1992500.0,5.0,1.8,Toyota Corolla,Toyota,kmpl,12.5
Honda City 1.5 V MT,Kolkata,2011,42086,Petrol,Manual,First,118.0,5.0,1179500.0,3.35,1.5,Honda City,Honda,kmpl,17.0
Maruti Swift ZXI,Chennai,2013,49000,Petrol,Manual,First,85.8,5.0,844000.0,4.45,1.2,Maruti Swift,Maruti,kmpl,18.6
Hyundai Verna 1.6 SX CRDI (O) AT,Coimbatore,2019,77240,Diesel,Automatic,First,126.32,5.0,1354500.0,8.31,1.6,Hyundai Verna,Hyundai,kmpl,22.32
Mahindra Bolero ZLX,Jaipur,2012,105000,Diesel,Manual,Second,62.1,7.0,1115000.0,6.0,2.5,Mahindra Bolero,Mahindra,kmpl,15.96
Maruti Swift VDI,Chennai,2014,35000,Diesel,Manual,First,74.0,5.0,807000.0,5.25,1.2,Maruti Swift,Maruti,kmpl,22.9
Audi A6 2011-2015 2.0 TDI Premium Plus,Hyderabad,2012,202082,Diesel,Automatic,First,174.33,5.0,6324000.0,12.3,2.0,Audi A6,Audi,kmpl,17.68
Ford Ikon 1.3 LXi NXt,Chennai,2004,129000,Petrol,Manual,Third,70.0,5.0,1147000.0,1.5,1.3,Ford Ikon,Ford,kmpl,13.8
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,33558,Diesel,Manual,First,88.0,5.0,1032000.0,8.12,1.5,Volkswagen Polo,Volkswagen,kmpl,20.14
Mahindra Bolero VLX CRDe,Coimbatore,2012,60271,Diesel,Manual,First,63.0,7.0,1073500.0,6.12,2.5,Mahindra Bolero,Mahindra,kmpl,13.6
Honda City i DTEC VX Option,Coimbatore,2017,45366,Diesel,Manual,First,98.6,5.0,1498000.0,10.88,1.5,Honda City,Honda,kmpl,25.1
Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,9500,Petrol,Manual,First,82.5,5.0,1147000.0,3.5,1.2,Chevrolet Sail,Chevrolet,kmpl,18.2
Hyundai i20 1.2 Spotz,Kochi,2016,42362,Petrol,Manual,First,81.83,5.0,974000.0,6.15,1.2,Hyundai i20,Hyundai,kmpl,18.6
BMW X1 sDrive 20d Sportline,Chennai,2016,21000,Diesel,Automatic,First,184.0,5.0,4957500.0,33.0,2.0,BMW X1,BMW,kmpl,17.05
BMW X1 sDrive 20d Exclusive,Mumbai,2012,15200,Diesel,Automatic,First,177.0,5.0,4957500.0,13.5,2.0,BMW X1,BMW,kmpl,15.06
Toyota Fortuner 4x2 AT,Mumbai,2015,43690,Diesel,Automatic,First,168.5,7.0,3717000.0,17.11,3.0,Toyota Fortuner,Toyota,kmpl,12.55
Audi Q7 4.2 TDI Quattro Technology,Kochi,2014,79926,Diesel,Automatic,First,335.2,7.0,10400000.0,29.77,4.1,Audi Q7,Audi,kmpl,11.33
Maruti Ertiga VDI,Kolkata,2013,53073,Diesel,Manual,First,88.76,7.0,1204500.0,5.95,1.2,Maruti Ertiga,Maruti,kmpl,20.77
Hyundai i20 1.2 Magna,Bangalore,2015,59000,Petrol,Manual,First,80.0,5.0,974000.0,5.75,1.2,Hyundai i20,Hyundai,kmpl,18.5
Mercedes-Benz S Class 2005 2013 S 350 L,Bangalore,2006,47088,Petrol,Automatic,Second,364.9,5.0,4949000.0,19.0,3.5,Mercedes-Benz S,Mercedes-Benz,kmpl,10.13
Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55000,Diesel,Manual,First,83.8,5.0,1501000.0,4.75,1.5,Renault Duster,Renault,kmpl,20.45
Mahindra Quanto C2,Hyderabad,2013,80430,Diesel,Manual,Second,100.0,7.0,1639999.9999999998,3.3,1.5,Mahindra Quanto,Mahindra,kmpl,17.21
Toyota Fortuner 4x2 AT,Delhi,2013,71932,Diesel,Automatic,First,168.5,7.0,3717000.0,16.5,3.0,Toyota Fortuner,Toyota,kmpl,12.55
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,19000,Diesel,Automatic,First,258.0,7.0,5655000.0,44.0,3.0,BMW X5,BMW,kmpl,15.97
Maruti Swift Dzire VDi,Hyderabad,2011,81759,Diesel,Manual,First,73.9,5.0,792000.0,4.39,1.2,Maruti Swift,Maruti,kmpl,19.3
Maruti Swift LDI Optional,Kochi,2018,52010,Diesel,Manual,First,74.0,5.0,816000.0,6.2,1.2,Maruti Swift,Maruti,kmpl,25.2
Audi A6 2011-2015 35 TFSI Technology,Kochi,2016,58953,Petrol,Automatic,First,177.01,5.0,6324000.0,24.22,2.0,Audi A6,Audi,kmpl,13.53
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,Mumbai,2008,93000,Diesel,Manual,Third,107.2,6.0,3390999.9999999995,5.45,2.8,Mitsubishi Pajero,Mitsubishi,kmpl,10.5
Jaguar XF 2.2 Litre Executive,Delhi,2016,10000,Diesel,Automatic,First,187.7,5.0,7264000.0,44.0,2.2,Jaguar XF,Jaguar,kmpl,16.36
Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2019,40674,Diesel,Automatic,First,171.5,7.0,2805000.0,24.82,2.8,Toyota Innova,Toyota,kmpl,11.36
Skoda Octavia Ambition 2.0 TDI AT,Mumbai,2015,50000,Diesel,Automatic,First,141.0,5.0,2837000.0,11.69,2.0,Skoda Octavia,Skoda,kmpl,19.3
Toyota Corolla Altis VL AT,Bangalore,2018,1331,Petrol,Automatic,First,138.03,5.0,2281000.0,20.0,1.8,Toyota Corolla,Toyota,kmpl,14.28
Maruti Omni 8 Seater BSII,Pune,2010,60000,Petrol,Manual,First,35.0,8.0,792000.0,1.45,0.8,Maruti Omni,Maruti,kmpl,19.7
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2018,10003,Diesel,Automatic,First,170.0,5.0,5977000.0,48.5,2.1,Mercedes-Benz GLC,Mercedes-Benz,kmpl,17.9
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25000,Diesel,Automatic,First,108.5,5.0,1586000.0,9.45,1.5,Volkswagen Vento,Volkswagen,kmpl,21.5
Mahindra XUV500 W10 2WD,Ahmedabad,2015,73000,Diesel,Manual,First,140.0,7.0,1639999.9999999998,12.5,2.2,Mahindra XUV500,Mahindra,kmpl,16.0
Nissan Terrano XL 85 PS,Hyderabad,2014,59962,Diesel,Manual,First,83.8,5.0,1506000.0,6.9,1.5,Nissan Terrano,Nissan,kmpl,20.45
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2012,72000,Diesel,Manual,Second,126.32,5.0,1370000.0,5.8,1.6,Hyundai Verna,Hyundai,kmpl,22.32
BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2016,20967,Diesel,Automatic,First,258.0,5.0,7831000.0,44.56,3.0,BMW 5,BMW,kmpl,14.69
Mahindra Scorpio S4 Plus,Bangalore,2015,35000,Diesel,Manual,Second,120.0,7.0,1639999.9999999998,8.5,2.2,Mahindra Scorpio,Mahindra,kmpl,15.4
Hyundai Verna 1.6 CRDi SX,Coimbatore,2017,38056,Diesel,Manual,First,126.2,5.0,1572000.0,10.7,1.6,Hyundai Verna,Hyundai,kmpl,23.9
Audi Q7 3.0 TDI Quattro Premium Plus,Pune,2009,94000,Diesel,Automatic,Second,241.4,7.0,10400000.0,12.0,3.0,Audi Q7,Audi,kmpl,12.07
Chevrolet Aveo U-VA 1.2 LT,Coimbatore,2010,64236,Petrol,Manual,First,76.0,5.0,1147000.0,2.44,1.1,Chevrolet Aveo,Chevrolet,kmpl,14.7
Mahindra Bolero ZLX BSIII,Kolkata,2000,124000,Diesel,Manual,First,63.0,7.0,1115000.0,1.95,2.5,Mahindra Bolero,Mahindra,kmpl,13.6
Hyundai Xcent 1.2 Kappa S,Mumbai,2014,7400,Petrol,Manual,First,82.0,5.0,806000.0,4.35,1.2,Hyundai Xcent,Hyundai,kmpl,19.1
Toyota Innova Crysta 2.4 GX MT 8S,Hyderabad,2017,52000,Diesel,Manual,First,147.8,8.0,1943000.0,17.5,2.4,Toyota Innova,Toyota,kmpl,13.68
Hyundai EON Era Plus,Hyderabad,2015,68764,Petrol,Manual,First,55.2,5.0,974000.0,2.9,0.8,Hyundai EON,Hyundai,kmpl,21.1
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,64000,Diesel,Manual,First,73.9,5.0,1126000.0,2.9,1.2,Volkswagen Polo,Volkswagen,kmpl,22.07
Maruti Vitara Brezza ZDi,Pune,2016,21558,Diesel,Manual,First,88.5,5.0,1065000.0,8.9,1.2,Maruti Vitara,Maruti,kmpl,24.3
BMW 3 Series 320d Prestige,Mumbai,2013,37500,Diesel,Automatic,First,184.0,5.0,4879000.0,16.75,2.0,BMW 3,BMW,kmpl,18.88
Hyundai EON Sportz,Coimbatore,2016,14077,Petrol,Manual,First,55.2,5.0,974000.0,3.95,0.8,Hyundai EON,Hyundai,kmpl,21.1
Honda City 1.5 S MT,Mumbai,2009,70000,Petrol,Manual,First,118.0,5.0,1268000.0,2.1,1.5,Honda City,Honda,kmpl,17.0
Honda Accord 2.4 MT,Kochi,2011,54316,Petrol,Manual,Second,177.6,5.0,1185000.0,4.29,2.4,Honda Accord,Honda,kmpl,12.8
Mahindra Xylo E8,Hyderabad,2009,90764,Diesel,Manual,First,112.0,8.0,1167000.0,3.85,2.5,Mahindra Xylo,Mahindra,kmpl,14.0
BMW 3 Series 320d,Chennai,2009,137000,Diesel,Automatic,Second,170.0,5.0,4331000.0,9.0,2.0,BMW 3,BMW,kmpl,13.2
Honda City V MT,Pune,2013,127000,Petrol,Manual,Second,116.3,5.0,1268000.0,4.5,1.5,Honda City,Honda,kmpl,16.8
Mahindra XUV500 W10 2WD,Kochi,2016,51884,Diesel,Manual,First,140.0,7.0,1639999.9999999998,12.46,2.2,Mahindra XUV500,Mahindra,kmpl,16.0
Hyundai i20 Asta 1.4 CRDi,Delhi,2014,67407,Diesel,Manual,First,88.76,5.0,974000.0,4.65,1.4,Hyundai i20,Hyundai,kmpl,21.27
Toyota Fortuner 4x2 Manual,Hyderabad,2014,107825,Diesel,Manual,First,168.5,7.0,3717000.0,20.5,3.0,Toyota Fortuner,Toyota,kmpl,13.0
Mahindra Bolero DI BSII,Chennai,2006,82453,Diesel,Manual,First,63.0,8.0,1115000.0,2.9,2.5,Mahindra Bolero,Mahindra,kmpl,13.6
Maruti Esteem Vxi - BSIII,Chennai,2007,30441,Petrol,Manual,First,85.0,5.0,792000.0,1.45,1.3,Maruti Esteem,Maruti,kmpl,15.9
Mini Cooper 5 DOOR D,Mumbai,2016,11000,Diesel,Automatic,First,113.98,5.0,4212000.0,29.5,1.5,Mini Cooper,Mini,kmpl,20.7
Audi Q3 35 TDI Quattro Premium,Hyderabad,2015,61000,Diesel,Automatic,First,174.33,5.0,4864000.0,25.0,2.0,Audi Q3,Audi,kmpl,15.73
Hyundai i20 Sportz Option,Delhi,2013,48454,Petrol,Manual,Second,80.0,5.0,974000.0,3.5,1.2,Hyundai i20,Hyundai,kmpl,17.0
Tata Safari Storme VX Varicor 400,Jaipur,2017,37000,Diesel,Manual,First,154.0,7.0,1695000.0,11.25,2.2,Tata Safari,Tata,kmpl,14.1
Honda BR-V i-DTEC VX MT,Kochi,2017,32249,Diesel,Manual,First,98.6,7.0,1545000.0,10.79,1.5,Honda BR-V,Honda,kmpl,21.9
Volkswagen Jetta 2013-2015 2.0L TDI Highline,Kolkata,2013,58000,Diesel,Manual,First,138.03,5.0,1126000.0,5.9,2.0,Volkswagen Jetta,Volkswagen,kmpl,19.33
Hyundai Xcent 1.2 Kappa S Option,Jaipur,2017,28360,Petrol,Manual,First,81.86,5.0,823000.0,5.12,1.2,Hyundai Xcent,Hyundai,kmpl,19.1
Maruti Ignis 1.2 Alpha,Mumbai,2017,7000,Petrol,Manual,First,81.8,5.0,787000.0,5.7,1.2,Maruti Ignis,Maruti,kmpl,20.89
BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,19658,Diesel,Automatic,First,190.0,5.0,7181999.999999999,35.84,2.0,BMW 5,BMW,kmpl,18.12
Ford Ikon 1.3 CLXi,Hyderabad,2007,92000,Petrol,Manual,First,70.0,5.0,1147000.0,1.25,1.3,Ford Ikon,Ford,kmpl,13.8
Hyundai i10 Sportz,Kolkata,2013,25000,Petrol,Manual,First,78.9,5.0,974000.0,2.65,1.2,Hyundai i10,Hyundai,kmpl,20.36
Hyundai Verna 1.6 CRDI,Coimbatore,2016,37882,Diesel,Manual,First,126.3,5.0,1360000.0,9.19,1.6,Hyundai Verna,Hyundai,kmpl,22.32
BMW 3 Series 320d Highline,Bangalore,2014,69330,Diesel,Automatic,First,181.0,5.0,5443000.0,23.5,2.0,BMW 3,BMW,kmpl,16.07
Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,Delhi,2011,61000,Petrol,Automatic,First,185.0,5.0,8757000.0,12.5,1.8,Mercedes-Benz E-Class,Mercedes-Benz,kmpl,12.3
Chevrolet Beat Option Pack,Kolkata,2010,35000,Petrol,Manual,Second,79.4,5.0,1147000.0,1.5,1.2,Chevrolet Beat,Chevrolet,kmpl,18.6
Mahindra XUV500 W8 2WD,Delhi,2012,72450,Diesel,Manual,First,140.0,7.0,1639999.9999999998,8.1,2.2,Mahindra XUV500,Mahindra,kmpl,15.1
Maruti Ciaz ZDi Plus SHVS,Jaipur,2017,36381,Diesel,Manual,First,88.5,5.0,1111000.0,9.75,1.2,Maruti Ciaz,Maruti,kmpl,28.09
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Coimbatore,2017,25559,Diesel,Automatic,First,201.15,5.0,4949000.0,37.93,2.1,Mercedes-Benz New,Mercedes-Benz,kmpl,19.71
Honda City ZX CVT,Chennai,2005,100000,Petrol,Automatic,Third,78.0,5.0,1268000.0,1.96,1.5,Honda City,Honda,kmpl,16.4
Toyota Fortuner 4x2 4 Speed AT,Jaipur,2015,94000,Diesel,Automatic,First,169.0,7.0,3717000.0,20.5,3.0,Toyota Fortuner,Toyota,kmpl,11.5
Maruti Alto K10 VXI,Bangalore,2011,64357,Petrol,Manual,First,67.1,5.0,470000.0,2.75,1.0,Maruti Alto,Maruti,kmpl,24.07
Jaguar XJ 2.0L Portfolio,Mumbai,2017,10501,Petrol,Automatic,First,237.4,5.0,7264000.0,75.0,2.0,Jaguar XJ,Jaguar,kmpl,9.43
Hyundai i20 1.4 Magna ABS,Chennai,2009,47000,Diesel,Manual,First,90.0,5.0,974000.0,2.8,1.4,Hyundai i20,Hyundai,kmpl,21.9
Honda BRV i-VTEC V CVT,Mumbai,2017,18000,Petrol,Automatic,First,117.3,7.0,1502000.0,9.25,1.5,Honda BRV,Honda,kmpl,16.0
Toyota Corolla Executive (HE),Chennai,2007,89000,Petrol,Manual,First,125.0,5.0,2266000.0,3.0,1.8,Toyota Corolla,Toyota,kmpl,13.4
Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,49964,Diesel,Automatic,First,174.33,5.0,6324000.0,23.89,2.0,Audi A6,Audi,kmpl,17.68
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,Mumbai,2014,35000,Diesel,Manual,First,100.6,7.0,2354000.0,12.75,2.5,Toyota Innova,Toyota,kmpl,12.99
Hyundai Grand i10 CRDi Sportz,Jaipur,2014,64000,Diesel,Manual,First,70.0,5.0,746000.0,4.15,1.1,Hyundai Grand,Hyundai,kmpl,24.0
Volkswagen Vento IPL II Petrol Highline AT,Mumbai,2013,36000,Petrol,Automatic,First,105.0,5.0,1163500.0,4.65,1.6,Volkswagen Vento,Volkswagen,kmpl,14.8
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Delhi,2012,78600,Diesel,Manual,First,102.0,7.0,2354000.0,8.9,2.5,Toyota Innova,Toyota,kmpl,12.8
Hyundai Verna CRDi SX,Jaipur,2008,170000,Diesel,Manual,Second,110.0,5.0,1392000.0,1.5,1.5,Hyundai Verna,Hyundai,kmpl,16.8
Maruti Ritz VDi,Pune,2015,65000,Diesel,Manual,Second,73.94,5.0,792000.0,3.27,1.2,Maruti Ritz,Maruti,kmpl,23.2
Audi Q7 3.0 TDI Quattro Technology,Pune,2008,120300,Diesel,Automatic,Second,241.4,7.0,10400000.0,18.0,3.0,Audi Q7,Audi,kmpl,12.07
Hyundai i20 Asta Option 1.2,Pune,2016,21000,Petrol,Manual,First,81.83,5.0,974000.0,6.3,1.2,Hyundai i20,Hyundai,kmpl,18.6
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,18108,Diesel,Manual,First,88.5,5.0,1256000.0,11.31,1.2,Maruti Vitara,Maruti,kmpl,24.3
Honda City i VTEC S,Pune,2014,58407,Petrol,Manual,First,117.3,5.0,1185000.0,6.16,1.5,Honda City,Honda,kmpl,17.4
Maruti Ciaz ZXi,Pune,2014,49500,Petrol,Manual,First,91.1,5.0,1111000.0,6.0,1.4,Maruti Ciaz,Maruti,kmpl,20.73
Nissan Sunny XV CVT,Kochi,2013,37199,Petrol,Automatic,First,99.6,5.0,1133000.0,5.43,1.5,Nissan Sunny,Nissan,kmpl,17.5
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,62000,Diesel,Manual,First,73.9,5.0,1126000.0,4.65,1.2,Volkswagen Polo,Volkswagen,kmpl,22.07
Maruti Ertiga ZDI,Hyderabad,2015,59000,Diesel,Manual,First,88.8,7.0,1144000.0,7.5,1.2,Maruti Ertiga,Maruti,kmpl,20.77
Maruti Swift Dzire VDI,Jaipur,2015,60000,Diesel,Manual,First,74.0,5.0,750500.0,6.25,1.2,Maruti Swift,Maruti,kmpl,26.59
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Bangalore,2007,39037,Diesel,Automatic,First,170.0,5.0,4949000.0,9.25,2.1,Mercedes-Benz New,Mercedes-Benz,kmpl,14.84
Honda Brio S MT,Mumbai,2013,17003,Petrol,Manual,First,86.8,5.0,663000.0,3.15,1.2,Honda Brio,Honda,kmpl,19.4
Hyundai i10 Magna Optional 1.1L,Hyderabad,2008,80400,Petrol,Manual,First,66.7,5.0,974000.0,2.3,1.1,Hyundai i10,Hyundai,kmpl,16.0
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2012,75200,Diesel,Manual,First,126.32,5.0,1370000.0,5.25,1.6,Hyundai Verna,Hyundai,kmpl,22.32
Maruti Ciaz VDI SHVS,Kochi,2017,41217,Diesel,Manual,First,88.5,5.0,1111000.0,7.4,1.2,Maruti Ciaz,Maruti,kmpl,28.09
Ford Ikon 1.3 Flair,Pune,2006,98293,Petrol,Manual,Second,70.0,5.0,1147000.0,1.55,1.3,Ford Ikon,Ford,kmpl,13.8
Volkswagen Polo 1.2 MPI Highline,Pune,2017,54000,Petrol,Manual,Second,74.0,5.0,1126000.0,6.0,1.2,Volkswagen Polo,Volkswagen,kmpl,16.2
Honda Jazz 1.2 V i VTEC,Chennai,2016,17377,Petrol,Manual,First,88.7,5.0,871000.0000000001,5.9,1.2,Honda Jazz,Honda,kmpl,18.7
Honda Amaze EX i-Dtech,Bangalore,2013,33800,Diesel,Manual,Second,98.6,5.0,853999.9999999999,4.7,1.5,Honda Amaze,Honda,kmpl,25.8
Hyundai i20 Asta 1.4 CRDi,Hyderabad,2015,86157,Diesel,Manual,First,88.73,5.0,974000.0,6.5,1.4,Hyundai i20,Hyundai,kmpl,22.54
Maruti Ritz VDi,Hyderabad,2012,146824,Diesel,Manual,First,73.9,5.0,792000.0,3.55,1.2,Maruti Ritz,Maruti,kmpl,21.1
Honda City V MT,Chennai,2014,55000,Petrol,Manual,First,116.3,5.0,1185000.0,7.1,1.5,Honda City,Honda,kmpl,16.8
Skoda Superb 1.8 TSI MT,Hyderabad,2010,53293,Petrol,Manual,First,160.0,5.0,3336000.0,6.0,1.8,Skoda Superb,Skoda,kmpl,13.14
Maruti Vitara Brezza LDi Option,Pune,2017,38000,Diesel,Manual,First,88.5,5.0,1120500.0,7.99,1.2,Maruti Vitara,Maruti,kmpl,24.3
Hyundai i20 Asta,Bangalore,2009,64000,Petrol,Manual,Second,80.0,5.0,974000.0,4.1,1.2,Hyundai i20,Hyundai,kmpl,17.0
Maruti Alto K10 VXI AGS,Hyderabad,2017,25058,Petrol,Automatic,First,67.1,5.0,465000.0,3.95,1.0,Maruti Alto,Maruti,kmpl,24.07
Hyundai EON Era Plus,Kochi,2016,36700,Petrol,Manual,First,55.2,5.0,974000.0,4.38,0.8,Hyundai EON,Hyundai,kmpl,21.1
Hyundai i10 Sportz,Mumbai,2011,35000,Petrol,Manual,First,78.9,5.0,974000.0,2.75,1.2,Hyundai i10,Hyundai,kmpl,20.36
Mercedes-Benz SLK-Class SLK 350,Coimbatore,2016,22732,Petrol,Automatic,First,306.0,2.0,4949000.0,55.54,3.5,Mercedes-Benz SLK-Class,Mercedes-Benz,kmpl,18.1
Audi A6 2.0 TDI Design Edition,Hyderabad,2014,48000,Diesel,Automatic,First,187.74,5.0,6324000.0,29.0,2.0,Audi A6,Audi,kmpl,18.53
Ford EcoSport 1.5 TDCi Titanium,Bangalore,2013,62084,Diesel,Manual,First,98.59,5.0,1189000.0,6.6,1.5,Ford EcoSport,Ford,kmpl,22.77
Volkswagen Passat Highline DSG,Kolkata,2012,39273,Diesel,Automatic,First,140.0,5.0,1126000.0,6.99,2.0,Volkswagen Passat,Volkswagen,kmpl,14.3
Toyota Innova Crysta 2.4 ZX MT,Bangalore,2017,64798,Diesel,Manual,First,147.8,7.0,2645000.0,18.75,2.4,Toyota Innova,Toyota,kmpl,13.68
Ford Figo Diesel ZXI,Jaipur,2010,100002,Diesel,Manual,Third,68.0,5.0,765000.0,1.28,1.4,Ford Figo,Ford,kmpl,20.0
Chevrolet Aveo 1.4,Pune,2006,78000,Petrol,Manual,Third,92.7,5.0,1147000.0,1.2,1.4,Chevrolet Aveo,Chevrolet,kmpl,14.49
Maruti Ritz LXi,Coimbatore,2013,57717,Petrol,Manual,First,85.8,5.0,792000.0,4.31,1.2,Maruti Ritz,Maruti,kmpl,18.5
Land Rover Freelander 2 SE,Chennai,2011,109000,Diesel,Automatic,First,147.51,5.0,13300000.0,16.5,2.2,Land Rover,Land,kmpl,12.39
Hyundai Grand i10 Asta,Coimbatore,2017,74515,Petrol,Manual,First,82.0,5.0,746000.0,5.64,1.2,Hyundai Grand,Hyundai,kmpl,18.9
Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2017,50484,Diesel,Automatic,First,197.2,7.0,3529000.0,31.12,3.2,Ford Endeavour,Ford,kmpl,10.91
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,13452,Diesel,Automatic,First,167.6,5.0,5314000.0,25.46,2.0,Audi Q5,Audi,kmpl,12.8
Hyundai Verna 1.6 VTVT,Kochi,2017,37688,Petrol,Manual,First,121.3,5.0,1572000.0,7.88,1.6,Hyundai Verna,Hyundai,kmpl,17.01
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Chennai,2017,34000,Diesel,Automatic,First,204.0,5.0,8757000.0,36.0,2.1,Mercedes-Benz E-Class,Mercedes-Benz,kmpl,13.0
Mercedes-Benz M-Class ML 350 4Matic,Pune,2014,120000,Diesel,Automatic,First,165.0,5.0,4949000.0,30.0,3.0,Mercedes-Benz M-Class,Mercedes-Benz,kmpl,0.0
Maruti Swift Dzire ZXi,Pune,2008,64000,Petrol,Manual,Second,85.8,5.0,792000.0,2.85,1.3,Maruti Swift,Maruti,kmpl,17.5
Honda City 1.3 EXI S,Delhi,2011,100000,Petrol,Manual,First,90.0,5.0,1268000.0,3.5,1.3,Honda City,Honda,kmpl,13.0
Renault Duster 85PS Diesel RxL Optional,Jaipur,2014,75000,Diesel,Manual,First,83.8,5.0,1501000.0,7.5,1.5,Renault Duster,Renault,kmpl,20.46
Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2012,86000,Diesel,Automatic,First,170.0,5.0,4949000.0,19.0,2.1,Mercedes-Benz New,Mercedes-Benz,kmpl,14.84
BMW X5 xDrive 30d Design Pure Experience 5 Seater,Hyderabad,2015,69000,Diesel,Automatic,First,258.0,5.0,5655000.0,54.0,3.0,BMW X5,BMW,kmpl,15.97
Hyundai Xcent 1.2 Kappa SX Option,Kochi,2015,41721,Petrol,Manual,First,82.0,5.0,785000.0,4.7,1.2,Hyundai Xcent,Hyundai,kmpl,19.1
Maruti Dzire AMT ZXI Plus,Hyderabad,2017,13000,Petrol,Automatic,First,81.8,5.0,1034000.0,8.5,1.2,Maruti Dzire,Maruti,kmpl,22.0
